age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Decision
young,?,HS-grad,Never-married,?,Not-in-family,White,Female,none,none,overtime,United-States,0
middle-aged,Private,Some-college,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,Some-college,Not-married,Blue-collar,Not-in-family,White,Female,none,none,fulltime,United-States,0
senior,Self-emp,HS-grad,Married,Blue-collar,Husband,White,Male,low,none,overtime,Euro-2,1
middle-aged,Private,Some-college,Never-married,Blue-collar,Other-relative,White,Female,none,none,unhealthy,United-States,0
middle-aged,Other-gov,Dropout,Married,Service,Husband,Black,Male,none,none,overtime,United-States,0
middle-aged,Private,Bachelors,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,1
senior,Private,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,none,none,overtime,United-States,0
young,Private,Some-college,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,none,none,parttime,Euro-2,0
middle-aged,Private,Some-college,Married,White-collar,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Other-gov,HS-grad,Married,White-collar,Wife,White,Female,none,none,fulltime,United-States,0
middle-aged,Self-emp,Prof-school,Married,Prof-specialty,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Other-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,none,none,overtime,United-States,0
young,?,Some-college,Never-married,?,Own-child,White,Female,none,none,parttime,United-States,0
senior,Self-emp,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,1
senior,Private,Dropout,Never-married,Service,Own-child,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Some-college,Never-married,Blue-collar,Own-child,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Never-married,Blue-collar,Other-relative,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,none,none,fulltime,SE-Asia,0
middle-aged,Self-emp,Dropout,Married,White-collar,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Other-gov,Dropout,Married,Adm-clerical,Wife,White,Female,none,none,fulltime,United-States,0
senior,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,Latin-America,0
senior,Other-gov,Doctorate,Never-married,White-collar,Not-in-family,White,Female,none,none,overtime,United-States,1
middle-aged,Private,Some-college,Not-married,Blue-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
old,Self-emp,Some-college,Widowed,Blue-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Not-married,Adm-clerical,Own-child,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Masters,Never-married,Sales,Own-child,Black,Male,none,none,fulltime,United-States,0
middle-aged,Self-emp,HS-grad,Not-married,Blue-collar,Not-in-family,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Associates,Never-married,Prof-specialty,Unmarried,Black,Female,none,none,fulltime,United-States,0
senior,Self-emp,Associates,Married,White-collar,Husband,White,Male,none,none,fulltime,Euro-2,1
middle-aged,Private,Bachelors,Married,Blue-collar,Husband,White,Male,none,none,fulltime,?,0
middle-aged,Other-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,none,none,overtime,United-States,0
middle-aged,Other-gov,Associates,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Masters,Married,White-collar,Husband,Asian-Pac-Islander,Male,none,none,overtime,United-States,1
middle-aged,Private,Dropout,Never-married,Service,Other-relative,Other,Female,none,none,fulltime,South-America,0
senior,Private,Some-college,Married,White-collar,Wife,White,Female,none,none,parttime,United-States,1
middle-aged,Other-gov,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Self-emp,Bachelors,Married,Prof-specialty,Husband,White,Male,low,none,overtime,United-States,1
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
senior,Private,Dropout,Not-married,Blue-collar,Unmarried,White,Female,high,none,fulltime,United-States,1
middle-aged,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
senior,Federal-gov,HS-grad,Married,Blue-collar,Husband,Black,Male,none,none,fulltime,United-States,1
middle-aged,Private,HS-grad,Not-married,Other-occupations,Not-in-family,White,Female,none,none,overtime,United-States,0
senior,Private,Masters,Never-married,Blue-collar,Not-in-family,White,Male,low,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Married,Sales,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Self-emp,Bachelors,Never-married,Blue-collar,Not-in-family,Amer-Indian-Eskimo,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
young,?,Some-college,Never-married,?,Own-child,White,Male,none,none,fulltime,United-States,0
young,?,Dropout,Never-married,?,Own-child,Black,Male,none,none,fulltime,United-States,0
middle-aged,Other-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,low,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Never-married,White-collar,Not-in-family,White,Male,none,low,fulltime,United-States,0
young,Private,Associates,Never-married,Prof-specialty,Not-in-family,White,Male,none,none,overtime,United-States,0
middle-aged,Other-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Other-gov,Some-college,Married,White-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
young,Private,HS-grad,Never-married,Blue-collar,Own-child,White,Male,none,none,parttime,United-States,0
young,Private,Associates,Never-married,Blue-collar,Own-child,White,Male,none,none,fulltime,United-States,0
young,Private,Dropout,Never-married,Service,Own-child,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Not-married,Sales,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Associates,Separated,Other-occupations,Unmarried,Black,Female,none,none,fulltime,United-States,0
middle-aged,Private,Associates,Never-married,Blue-collar,Not-in-family,White,Male,none,none,overtime,United-States,0
senior,Self-emp,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
old,?,Bachelors,Married,?,Husband,White,Male,none,none,parttime,United-States,1
middle-aged,Federal-gov,HS-grad,Married,Adm-clerical,Husband,White,Male,none,none,fulltime,United-States,0
senior,Self-emp,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,Latin-America,0
middle-aged,Other-gov,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,none,none,parttime,United-States,0
senior,Private,Bachelors,Married,Sales,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
senior,?,Dropout,Separated,?,Not-in-family,Black,Male,none,none,fulltime,United-States,0
middle-aged,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Other-gov,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,South-America,0
middle-aged,Other-gov,Masters,Married,Prof-specialty,Wife,White,Female,none,none,overtime,United-States,1
middle-aged,Private,Associates,Never-married,Prof-specialty,Not-in-family,White,Male,none,none,fulltime,United-States,0
senior,Self-emp,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,1
senior,Self-emp,Bachelors,Married,Sales,Husband,White,Male,none,none,parttime,United-States,0
senior,Private,Dropout,Not-married,Service,Unmarried,Black,Female,none,none,overtime,United-States,0
middle-aged,Private,Some-college,Never-married,Other-occupations,Own-child,White,Male,none,none,fulltime,Latin-Aamerica,0
middle-aged,Private,Bachelors,Married,Other-occupations,Husband,White,Male,none,none,parttime,United-States,1
senior,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
senior,Private,Bachelors,Married,White-collar,Husband,White,Male,high,none,overtime,United-States,1
senior,Other-gov,Masters,Not-married,Prof-specialty,Unmarried,White,Female,none,none,unhealthy,United-States,0
middle-aged,Private,Prof-school,Married,Prof-specialty,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Private,HS-grad,Not-married,Service,Other-relative,Black,Female,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Married,White-collar,Wife,White,Female,none,none,fulltime,United-States,1
young,Private,Some-college,Never-married,Service,Own-child,White,Female,none,none,fulltime,United-States,0
senior,Private,Some-college,Married,White-collar,Husband,White,Male,none,none,overtime,United-States,1
old,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,low,none,overtime,United-States,0
senior,Other-gov,Some-college,Not-married,Adm-clerical,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Associates,Never-married,Blue-collar,Other-relative,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,none,none,overtime,United-States,0
young,Private,Some-college,Married,Adm-clerical,Husband,White,Male,none,none,parttime,United-States,0
young,Private,HS-grad,Never-married,Sales,Unmarried,White,Female,none,none,fulltime,United-States,0
young,Private,HS-grad,Never-married,White-collar,Own-child,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,low,none,overtime,United-States,1
senior,Federal-gov,Bachelors,Separated,Service,Unmarried,White,Female,none,none,unhealthy,?,0
middle-aged,Other-gov,Masters,Not-married,Prof-specialty,Unmarried,White,Female,none,none,parttime,United-States,0
senior,Private,HS-grad,Not-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,none,none,fulltime,Other,0
senior,Self-emp,Bachelors,Never-married,Blue-collar,Own-child,White,Male,none,none,unhealthy,United-States,0
middle-aged,Other-gov,HS-grad,Not-married,Prof-specialty,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Self-emp,Some-college,Not-married,Prof-specialty,Not-in-family,White,Female,none,none,overtime,United-States,0
young,Private,HS-grad,Never-married,Blue-collar,Not-in-family,White,Male,none,none,overtime,United-States,0
old,?,Doctorate,Married,?,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Private,Bachelors,Married,Sales,Wife,White,Male,none,none,overtime,?,0
middle-aged,Private,Associates,Married,Blue-collar,Husband,White,Male,low,none,fulltime,United-States,1
middle-aged,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,?,Dropout,Married,?,Husband,Black,Male,none,none,overtime,United-States,0
middle-aged,Private,Some-college,Separated,Blue-collar,Not-in-family,Black,Male,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,none,none,overtime,United-States,0
middle-aged,Other-gov,HS-grad,Never-married,Service,Not-in-family,White,Female,none,none,fulltime,United-States,0
young,Other-gov,HS-grad,Never-married,Sales,Not-in-family,Black,Female,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Married,Other-occupations,Husband,White,Male,none,none,fulltime,United-States,1
senior,Private,Associates,Married,White-collar,Wife,White,Female,none,none,overtime,United-States,1
middle-aged,Other-gov,HS-grad,Married,White-collar,Husband,White,Male,none,none,fulltime,United-States,0
old,Private,Dropout,Widowed,Service,Other-relative,White,Female,none,none,fulltime,Latin-America,0
middle-aged,Private,HS-grad,Not-married,Adm-clerical,Unmarried,White,Female,none,none,overtime,United-States,0
middle-aged,Other-gov,HS-grad,Not-married,Blue-collar,Not-in-family,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,HS-grad,Never-married,Blue-collar,Own-child,Black,Male,none,none,fulltime,United-States,0
middle-aged,Self-emp,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,1
senior,Self-emp,Masters,Not-married,Prof-specialty,Unmarried,White,Female,none,none,fulltime,United-States,0
young,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,none,none,overtime,United-States,0
senior,Self-emp,Masters,Married,Prof-specialty,Husband,White,Male,low,none,overtime,United-States,1
middle-aged,Private,Bachelors,Married,White-collar,Husband,White,Male,low,none,overtime,United-States,1
middle-aged,Private,HS-grad,Married,White-collar,Husband,White,Male,none,none,fulltime,United-States,1
young,Private,Some-college,Never-married,Service,Other-relative,White,Female,none,none,fulltime,United-States,0
middle-aged,Federal-gov,Associates,Never-married,Blue-collar,Own-child,White,Male,none,none,overtime,Other,0
senior,Private,Dropout,Married,Blue-collar,Husband,White,Male,none,low,unhealthy,British-Commonwealth,0
middle-aged,Federal-gov,Masters,Not-married,White-collar,Not-in-family,White,Male,none,none,fulltime,United-States,1
senior,Self-emp,Masters,Married,Sales,Husband,White,Male,none,none,overtime,United-States,1
young,Private,Dropout,Never-married,Service,Own-child,White,Male,none,none,parttime,United-States,0
senior,Private,Dropout,Married,White-collar,Husband,White,Male,none,none,fulltime,United-States,1
young,Private,Some-college,Married,Adm-clerical,Wife,Black,Female,low,none,fulltime,United-States,1
senior,Private,Masters,Separated,Blue-collar,Unmarried,Asian-Pac-Islander,Female,none,none,overtime,British-Commonwealth,0
young,Private,HS-grad,Married,Sales,Husband,White,Male,none,none,overtime,United-States,0
senior,Self-emp,HS-grad,Separated,Service,Unmarried,White,Female,none,none,parttime,United-States,0
young,Private,Some-college,Never-married,Other-occupations,Not-in-family,White,Female,none,none,parttime,United-States,0
middle-aged,Self-emp,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Not-married,Service,Unmarried,White,Female,none,none,unhealthy,United-States,0
senior,Private,HS-grad,Not-married,Blue-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Separated,Service,Other-relative,Black,Female,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Not-married,Blue-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,?,HS-grad,Never-married,?,Own-child,White,Female,none,none,fulltime,United-States,0
middle-aged,Self-emp,Dropout,Married,Sales,Husband,Other,Male,none,none,unhealthy,Latin-America,0
middle-aged,Other-gov,Some-college,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
senior,Federal-gov,Bachelors,Married,Adm-clerical,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,Dropout,Not-married,Blue-collar,Own-child,White,Male,none,none,overtime,United-States,0
young,Private,Some-college,Never-married,Service,Other-relative,White,Female,none,none,fulltime,United-States,0
middle-aged,Self-emp,Some-college,Never-married,Blue-collar,Not-in-family,Black,Male,none,none,fulltime,United-States,0
young,Private,Dropout,Never-married,Service,Other-relative,White,Male,none,none,fulltime,Latin-America,0
young,Private,Dropout,Never-married,Service,Own-child,White,Male,none,none,parttime,United-States,0
senior,Private,HS-grad,Married,Blue-collar,Husband,White,Male,low,none,overtime,United-States,1
middle-aged,Private,HS-grad,Not-married,Adm-clerical,Own-child,White,Female,none,none,fulltime,United-States,0
middle-aged,Other-gov,Bachelors,Not-married,Prof-specialty,Unmarried,White,Female,low,none,fulltime,United-States,0
middle-aged,Self-emp,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Married,White-collar,Wife,White,Female,low,none,overtime,United-States,1
senior,Private,Dropout,Married,Service,Husband,White,Male,none,none,fulltime,Latin-America,0
senior,Other-gov,HS-grad,Widowed,Service,Unmarried,White,Female,none,none,fulltime,United-States,0
senior,Self-emp,Some-college,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
senior,Private,Associates,Separated,Adm-clerical,Not-in-family,White,Female,low,none,fulltime,United-States,0
young,Private,Associates,Never-married,Adm-clerical,Own-child,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Never-married,Service,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Never-married,White-collar,Not-in-family,White,Female,none,none,overtime,United-States,0
middle-aged,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,none,none,fulltime,United-States,0
young,?,HS-grad,Never-married,?,Own-child,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
senior,Private,HS-grad,Not-married,Adm-clerical,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Separated,Blue-collar,Unmarried,Black,Female,none,none,fulltime,United-States,0
senior,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Female,none,none,fulltime,United-States,0
middle-aged,Federal-gov,Bachelors,Never-married,White-collar,Not-in-family,Black,Male,none,none,fulltime,United-States,0
young,Private,Some-college,Married,Blue-collar,Husband,Amer-Indian-Eskimo,Male,none,none,fulltime,United-States,0
middle-aged,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,none,none,overtime,United-States,0
young,Other-gov,Some-college,Never-married,Blue-collar,Own-child,White,Male,none,none,parttime,United-States,0
middle-aged,Private,HS-grad,Married,White-collar,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Self-emp,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
senior,Federal-gov,Bachelors,Married,White-collar,Husband,White,Male,low,none,fulltime,United-States,1
middle-aged,Private,Associates,Married,White-collar,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Private,Bachelors,Married,Blue-collar,Husband,Asian-Pac-Islander,Male,none,none,fulltime,SE-Asia,1
young,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,White-collar,Wife,White,Female,low,none,fulltime,United-States,1
middle-aged,Private,HS-grad,Married,White-collar,Husband,White,Male,low,none,unhealthy,United-States,1
middle-aged,Private,Some-college,Married,Sales,Husband,White,Male,low,none,overtime,United-States,1
senior,Self-emp,Masters,Never-married,Blue-collar,Not-in-family,White,Male,none,none,parttime,United-States,0
middle-aged,Private,Prof-school,Married,Prof-specialty,Husband,White,Male,low,none,overtime,United-States,1
senior,Self-emp,Bachelors,Married,White-collar,Husband,White,Male,high,none,overtime,United-States,1
middle-aged,Other-gov,Some-college,Married,Other-occupations,Husband,White,Male,none,none,unhealthy,United-States,0
old,Federal-gov,Masters,Widowed,Prof-specialty,Not-in-family,White,Female,none,none,parttime,United-States,0
senior,Other-gov,HS-grad,Not-married,Blue-collar,Not-in-family,Black,Female,none,none,fulltime,United-States,0
senior,?,Some-college,Never-married,?,Not-in-family,White,Female,none,none,fulltime,United-States,0
senior,Private,Masters,Married,White-collar,Husband,White,Male,low,none,overtime,United-States,1
senior,Private,Dropout,Married,Service,Husband,Black,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,Service,Wife,White,Female,none,none,parttime,United-States,0
senior,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,high,fulltime,United-States,0
senior,Self-emp,Dropout,Married,Blue-collar,Husband,White,Male,none,none,parttime,United-States,0
young,Private,HS-grad,Never-married,Blue-collar,Own-child,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Associates,Not-married,White-collar,Not-in-family,White,Male,low,none,fulltime,United-States,1
young,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,none,none,fulltime,United-States,0
young,Private,Associates,Never-married,Sales,Own-child,White,Male,none,none,parttime,United-States,0
middle-aged,Private,Bachelors,Married,White-collar,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,HS-grad,Married,Other-occupations,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,Sales,Husband,White,Male,none,none,fulltime,United-States,0
senior,Private,Some-college,Not-married,White-collar,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Other-gov,Dropout,Never-married,Adm-clerical,Own-child,Black,Female,none,none,parttime,United-States,0
middle-aged,Private,Bachelors,Separated,White-collar,Not-in-family,White,Male,high,none,overtime,United-States,1
middle-aged,Private,Some-college,Never-married,Sales,Not-in-family,Black,Female,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Never-married,Sales,Own-child,Black,Male,none,none,fulltime,United-States,0
middle-aged,Other-gov,Masters,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,none,none,parttime,British-Commonwealth,0
middle-aged,Private,Masters,Not-married,Prof-specialty,Unmarried,White,Female,none,high,fulltime,United-States,1
middle-aged,Private,Bachelors,Not-married,White-collar,Not-in-family,Asian-Pac-Islander,Female,none,none,fulltime,China,0
senior,Other-gov,Masters,Married,White-collar,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Some-college,Never-married,Other-occupations,Own-child,Black,Male,none,none,parttime,United-States,0
senior,Self-emp,Some-college,Never-married,Service,Not-in-family,White,Male,none,none,fulltime,United-States,0
senior,Private,Bachelors,Widowed,Prof-specialty,Unmarried,White,Female,low,none,fulltime,United-States,0
middle-aged,Self-emp,HS-grad,Married,Blue-collar,Husband,White,Male,none,high,fulltime,United-States,0
young,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,none,none,fulltime,United-States,0
senior,Private,HS-grad,Married,Other-occupations,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Other-gov,Bachelors,Never-married,Prof-specialty,Other-relative,White,Male,none,none,fulltime,United-States,0
young,Private,Dropout,Never-married,Sales,Own-child,White,Female,none,none,parttime,United-States,0
senior,Private,HS-grad,Married,Other-occupations,Husband,White,Male,none,none,fulltime,United-States,1
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
old,Private,Bachelors,Widowed,Service,Not-in-family,White,Male,none,none,parttime,United-States,0
old,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,low,none,fulltime,United-States,0
middle-aged,Other-gov,HS-grad,Married,Other-occupations,Wife,White,Female,none,none,fulltime,United-States,0
old,Self-emp,Some-college,Married,Blue-collar,Husband,White,Male,none,none,parttime,United-States,0
middle-aged,Private,Dropout,Never-married,Service,Unmarried,White,Female,none,none,parttime,United-States,0
middle-aged,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,none,none,fulltime,United-States,0
young,?,HS-grad,Never-married,?,Unmarried,Black,Female,none,none,fulltime,United-States,0
senior,Private,Some-college,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
senior,?,Bachelors,Married,?,Husband,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,HS-grad,Never-married,Blue-collar,Own-child,White,Male,none,high,fulltime,United-States,0
middle-aged,Self-emp,HS-grad,Never-married,Blue-collar,Own-child,White,Male,none,none,overtime,United-States,0
middle-aged,Private,HS-grad,Separated,Blue-collar,Not-in-family,White,Female,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Never-married,White-collar,Not-in-family,White,Male,none,none,overtime,Latin-Aamerica,0
senior,Private,HS-grad,Widowed,Blue-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
senior,Self-emp,HS-grad,Married,Service,Husband,Black,Male,none,none,parttime,United-States,0
middle-aged,Other-gov,Dropout,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
young,Private,HS-grad,Never-married,Service,Own-child,White,Female,low,none,fulltime,United-States,0
senior,Private,Bachelors,Married,Other-occupations,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Private,Bachelors,Married,Blue-collar,Husband,Other,Male,none,none,fulltime,South-America,0
young,Private,Dropout,Never-married,Service,Own-child,White,Male,none,none,parttime,United-States,0
middle-aged,Private,HS-grad,Married,Adm-clerical,Husband,White,Male,none,none,overtime,United-States,0
young,Private,HS-grad,Never-married,Blue-collar,Other-relative,White,Male,none,none,fulltime,United-States,0
middle-aged,Self-emp,HS-grad,Married,White-collar,Husband,White,Male,none,none,parttime,United-States,0
middle-aged,Private,Masters,Married,White-collar,Husband,White,Male,low,none,overtime,United-States,1
senior,Federal-gov,Some-college,Married,White-collar,Husband,Black,Male,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Separated,Adm-clerical,Unmarried,White,Female,none,none,parttime,United-States,0
senior,Private,HS-grad,Married,Prof-specialty,Husband,White,Male,low,none,fulltime,United-States,1
middle-aged,Self-emp,Dropout,Married,Service,Wife,White,Female,none,none,parttime,United-States,0
middle-aged,Private,Bachelors,Never-married,Sales,Own-child,White,Male,none,none,fulltime,United-States,0
young,Private,Bachelors,Never-married,Sales,Own-child,Black,Male,none,none,fulltime,United-States,0
senior,Private,Bachelors,Married,White-collar,Husband,Other,Male,none,low,fulltime,British-Commonwealth,0
senior,Private,HS-grad,Married,White-collar,Husband,White,Male,none,none,fulltime,United-States,1
young,Private,Associates,Never-married,Blue-collar,Not-in-family,White,Male,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Self-emp,HS-grad,Married,White-collar,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,White,Male,none,none,fulltime,United-States,0
young,Self-emp,Dropout,Never-married,Blue-collar,Own-child,White,Male,none,none,overtime,Latin-America,0
young,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,none,none,overtime,United-States,0
middle-aged,Other-gov,HS-grad,Not-married,Adm-clerical,Own-child,Black,Female,none,none,fulltime,United-States,0
middle-aged,Self-emp,Some-college,Married,Blue-collar,Husband,White,Male,none,none,unhealthy,?,0
middle-aged,Self-emp,Associates,Married,Sales,Husband,White,Male,low,none,overtime,United-States,1
middle-aged,Private,Associates,Never-married,Blue-collar,Own-child,Black,Male,none,none,fulltime,United-States,0
middle-aged,Private,Dropout,Never-married,Blue-collar,Own-child,Black,Male,none,none,fulltime,United-States,0
middle-aged,Private,Some-college,Never-married,Blue-collar,Not-in-family,White,Male,none,none,overtime,United-States,0
senior,Private,Some-college,Married,Prof-specialty,Husband,White,Male,none,none,parttime,United-States,0
middle-aged,Self-emp,Bachelors,Not-married,Blue-collar,Not-in-family,White,Male,none,none,overtime,?,0
middle-aged,Private,HS-grad,Married,Blue-collar,Husband,Asian-Pac-Islander,Male,none,none,overtime,Latin-America,0
middle-aged,Private,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,none,none,fulltime,United-States,0
senior,Self-emp,Doctorate,Married,Prof-specialty,Husband,White,Male,none,none,parttime,United-States,0
middle-aged,Private,Dropout,Never-married,Blue-collar,Not-in-family,Black,Female,none,none,overtime,United-States,0
senior,Other-gov,Bachelors,Not-married,White-collar,Unmarried,Black,Male,none,none,fulltime,United-States,0
senior,Self-emp,Dropout,Married,Service,Husband,White,Male,none,none,unhealthy,Euro-1,0
middle-aged,Private,Bachelors,Not-married,Service,Not-in-family,Other,Male,none,none,fulltime,Latin-America,0
middle-aged,Private,Associates,Not-married,Other-occupations,Not-in-family,White,Female,none,none,fulltime,United-States,0
senior,Private,Bachelors,Married,Prof-specialty,Husband,White,Male,none,none,overtime,United-States,1
middle-aged,Private,Bachelors,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,none,none,overtime,SE-Asia,0
middle-aged,Other-gov,HS-grad,Married,Other-occupations,Husband,White,Male,none,none,fulltime,United-States,1
old,?,Doctorate,Married,?,Husband,White,Male,none,none,parttime,United-States,1
middle-aged,Private,Dropout,Never-married,Service,Unmarried,Black,Female,none,none,fulltime,United-States,0
middle-aged,Self-emp,Bachelors,Separated,Blue-collar,Unmarried,White,Male,none,none,fulltime,United-States,0
